task_id,system,module_id,language,loc,cyclomatic_complexity,loop_count,pointer_use,fan_in,fan_out,recursion,switch_density,macro_expansion_size,changed_code_size,property_type,criticality_flag,previous_runtime_s,previous_timeout,previous_warning_count,previous_confirmed_warning_ratio,previous_human_escalation,fast_status,precise_status,split
system_a_task_0190,system_a,mod_0190,C,665,5,3,1,40,25,0,0.08,828,52,range,1,1.63,1,2,0.359,0,verified,verified,train
system_a_task_0191,system_a,mod_0191,C,320,4,4,1,5,25,0,0.019,265,12,memory_safety,0,9.01,0,1,0.755,0,unknown,timeout,train
system_a_task_0192,system_a,mod_0192,C,332,8,5,1,23,5,0,0.135,1031,137,range,1,19.02,0,5,0.292,0,verified,verified,train
system_a_task_0193,system_a,mod_0193,C,176,8,6,1,14,25,0,0.082,213,149,range,0,4.58,0,8,0.441,0,verified,verified,train
system_a_task_0194,system_a,mod_0194,C,227,7,1,0,4,21,0,0.107,1105,111,resource_leak,0,8.43,0,6,0.581,0,verified,verified,train
system_a_task_0195,system_a,mod_0195,C,372,8,4,1,3,7,0,0.062,2851,139,assertion,0,4.97,0,6,0.704,1,verified,verified,train
system_a_task_0196,system_a,mod_0196,C,895,7,6,1,36,16,1,0.01,268,157,concurrency,0,1.1,0,2,0.013,0,verified,verified,train
system_a_task_0197,system_a,mod_0197,C,74,3,1,1,24,22,0,0.037,919,120,memory_safety,0,0.95,0,8,0.6,0,verified,verified,train
system_a_task_0198,system_a,mod_0198,C,641,4,5,0,39,6,0,0.006,1129,33,assertion,0,2.9,0,6,0.79,1,verified,timeout,train
system_a_task_0199,system_a,mod_0199,C,597,7,3,1,6,19,0,0.243,170,52,assertion,0,3.92,0,5,0.611,0,unknown,verified,test
system_a_task_0200,system_a,mod_0200,C,253,9,2,1,34,9,0,0.093,514,40,resource_leak,0,0.8,0,5,0.174,0,verified,verified,train
system_a_task_0201,system_a,mod_0201,C,85,3,4,1,11,24,0,0.082,233,39,nullness,0,1.38,0,7,0.764,0,verified,verified,train
system_a_task_0202,system_a,mod_0202,C,420,6,0,1,20,23,0,0.443,1943,68,range,1,1.83,0,7,0.13,0,verified,verified,test
system_a_task_0203,system_a,mod_0203,C,393,5,5,1,12,10,0,0.146,3159,93,range,1,16.76,0,3,0.924,0,verified,verified,train
system_a_task_0204,system_a,mod_0204,C,541,7,6,1,4,16,0,0.41,2192,42,range,1,14.49,0,4,0.267,0,verified,verified,train
system_a_task_0205,system_a,mod_0205,C,307,6,3,0,19,8,0,0.387,2397,139,assertion,0,9.1,0,5,0.573,0,verified,verified,train
system_a_task_0206,system_a,mod_0206,C,1441,9,4,1,33,0,0,0.133,1032,16,resource_leak,0,1.89,0,0,0.298,0,defect,verified,train
system_a_task_0207,system_a,mod_0207,C,263,12,5,0,12,24,0,0.143,1255,11,concurrency,0,16.2,0,5,0.228,0,unknown,verified,train
system_a_task_0208,system_a,mod_0208,C,61,3,2,1,20,24,0,0.446,1611,155,nullness,0,2.85,0,1,0.182,0,verified,timeout,train
system_a_task_0209,system_a,mod_0209,C,386,6,4,0,20,14,0,0.365,2004,73,assertion,0,3.11,0,0,0.92,0,verified,defect,train
system_a_task_0210,system_a,mod_0210,C,150,6,1,1,7,16,0,0.041,5484,77,range,1,3.63,0,5,0.221,0,verified,verified,train
system_a_task_0211,system_a,mod_0211,C,148,10,4,1,11,1,0,0.279,2134,142,nullness,0,5.41,0,3,0.458,0,verified,verified,train
system_a_task_0212,system_a,mod_0212,C,282,5,3,1,20,9,0,0.221,2132,180,range,0,1.27,0,6,0.522,0,verified,verified,train
system_a_task_0213,system_a,mod_0213,C,247,7,2,1,3,6,0,0.411,1985,168,assertion,0,7.1,0,0,0.328,1,verified,defect,train
system_a_task_0214,system_a,mod_0214,C,321,5,5,1,9,19,0,0.035,8214,47,range,1,8.14,0,0,0.92,0,verified,verified,train
system_a_task_0215,system_a,mod_0215,C,715,10,0,1,2,3,0,0.057,650,180,range,0,0.58,1,7,0.73,0,verified,verified,train
system_a_task_0216,system_a,mod_0216,C,630,4,5,1,33,14,0,0.22,243,106,memory_safety,1,1.09,0,8,0.125,0,verified,verified,train
system_a_task_0217,system_a,mod_0217,C,236,7,2,1,9,24,0,0.262,2650,38,nullness,0,7.05,0,1,0.265,0,verified,timeout,train
system_a_task_0218,system_a,mod_0218,C,223,12,0,1,5,2,0,0.266,6740,140,concurrency,0,3.55,0,3,0.873,0,verified,verified,train
system_a_task_0219,system_a,mod_0219,C,218,7,1,1,25,1,0,0.215,277,7,range,0,1.18,0,4,0.707,0,verified,verified,train
system_a_task_0220,system_a,mod_0220,C,912,7,6,1,25,23,1,0.026,1922,60,memory_safety,1,2.64,0,1,0.021,0,verified,verified,test
system_a_task_0221,system_a,mod_0221,C,897,9,0,1,0,16,0,0.236,890,48,memory_safety,0,4.19,0,1,0.234,0,unknown,verified,train
system_a_task_0222,system_a,mod_0222,C,296,10,6,1,40,10,0,0.331,1290,136,assertion,0,26.03,0,3,0.951,0,verified,verified,train
system_a_task_0223,system_a,mod_0223,C,384,24,2,1,3,19,0,0.266,653,4,nullness,0,7.36,0,6,0.333,0,verified,verified,train
system_a_task_0224,system_a,mod_0224,C,203,4,5,1,31,3,0,0.43,3676,127,range,1,8.45,0,9,0.877,1,verified,verified,test
system_a_task_0225,system_a,mod_0225,C,178,26,1,1,3,24,0,0.098,554,148,memory_safety,0,1.69,0,3,0.303,0,verified,timeout,train
system_a_task_0226,system_a,mod_0226,C,365,5,4,1,31,25,0,0.156,707,138,range,0,14.2,0,1,0.566,0,verified,verified,train
system_a_task_0227,system_a,mod_0227,C,651,3,1,1,22,10,0,0.398,407,56,nullness,0,2.69,0,2,0.33,0,verified,defect,train
system_a_task_0228,system_a,mod_0228,C,182,7,2,1,6,1,0,0.251,3538,37,memory_safety,1,5.26,0,0,0.487,0,unknown,verified,train
system_a_task_0229,system_a,mod_0229,C,474,10,1,0,20,8,0,0.356,842,163,assertion,0,0.96,0,5,0.572,0,verified,verified,train
system_a_task_0230,system_a,mod_0230,C,1341,5,3,1,9,10,0,0.226,2198,7,memory_safety,1,18.1,0,3,0.587,0,verified,verified,test
system_a_task_0231,system_a,mod_0231,C,398,7,4,1,5,13,0,0.218,260,59,memory_safety,0,7.37,0,9,0.455,0,unknown,defect,train
system_a_task_0232,system_a,mod_0232,C,196,7,1,0,8,11,0,0.077,1065,173,concurrency,0,4.04,0,3,0.364,0,unknown,verified,train
system_a_task_0233,system_a,mod_0233,C,554,14,0,0,18,0,0,0.135,3514,75,resource_leak,0,6.93,0,6,0.365,0,unknown,verified,train
system_a_task_0234,system_a,mod_0234,C,676,4,2,1,23,22,0,0.064,843,1,memory_safety,1,1.16,0,5,0.791,1,verified,verified,train
system_a_task_0235,system_a,mod_0235,C,133,4,5,0,30,10,0,0.095,5955,2,assertion,0,10.8,0,6,0.893,0,verified,timeout,train
system_a_task_0236,system_a,mod_0236,C,261,6,1,1,34,4,0,0.098,1197,94,memory_safety,0,12.49,0,3,0.976,0,unknown,verified,test
system_a_task_0237,system_a,mod_0237,C,441,11,5,1,6,8,0,0.14,192,170,memory_safety,0,19.7,0,3,0.363,0,verified,verified,train
system_a_task_0238,system_a,mod_0238,C,376,3,6,0,31,25,0,0.113,5482,115,assertion,0,15.92,0,5,0.704,0,verified,verified,test
system_a_task_0239,system_a,mod_0239,C,383,7,5,1,37,13,0,0.247,256,105,range,0,3.51,0,2,0.48,0,verified,verified,test
system_a_task_0240,system_a,mod_0240,C,279,4,6,0,9,9,0,0.261,1788,13,assertion,0,3.14,0,2,0.691,0,verified,verified,train
system_a_task_0241,system_a,mod_0241,C,472,7,3,0,19,12,0,0.241,836,103,assertion,0,6.95,0,9,0.773,0,unknown,verified,train
system_a_task_0242,system_a,mod_0242,C,33,5,1,1,29,20,0,0.041,979,179,memory_safety,1,4.89,0,8,0.398,0,verified,verified,train
system_a_task_0243,system_a,mod_0243,C,73,8,0,0,37,0,0,0.085,2045,32,concurrency,0,7.26,0,9,0.716,0,unknown,verified,test
system_a_task_0244,system_a,mod_0244,C,779,5,6,0,16,11,0,0.026,488,43,resource_leak,0,1.28,0,9,0.072,0,unknown,timeout,test
system_a_task_0245,system_a,mod_0245,C,701,7,3,1,6,1,0,0.231,323,59,assertion,0,8.92,0,5,0.284,0,unknown,verified,test
system_a_task_0246,system_a,mod_0246,C,133,4,2,0,24,17,0,0.328,1533,177,assertion,0,4.04,0,6,0.067,0,verified,verified,test
system_a_task_0247,system_a,mod_0247,C,232,10,5,1,9,20,0,0.125,1391,25,range,1,30.36,0,9,0.504,0,verified,timeout,train
system_a_task_0248,system_a,mod_0248,C,320,3,0,1,22,5,0,0.37,9646,115,assertion,0,5.05,0,9,0.887,0,verified,timeout,train
system_a_task_0249,system_a,mod_0249,C,676,10,5,1,34,13,0,0.038,617,94,range,1,6.02,0,0,0.213,0,verified,verified,test
system_a_task_0250,system_a,mod_0250,C,131,14,1,1,21,12,0,0.024,1119,111,nullness,0,12.71,0,6,0.452,1,verified,timeout,test
system_a_task_0251,system_a,mod_0251,C,337,7,5,1,36,25,0,0.06,1630,14,memory_safety,0,9.23,0,8,0.596,0,verified,verified,train
system_a_task_0252,system_a,mod_0252,C,598,4,5,1,1,11,0,0.208,1587,25,memory_safety,0,4.02,0,7,0.416,0,verified,verified,train
system_a_task_0253,system_a,mod_0253,C,532,11,6,0,23,8,0,0.264,2689,47,assertion,0,1.81,0,2,0.176,1,verified,timeout,train
system_a_task_0254,system_a,mod_0254,C,162,11,2,1,38,4,0,0.303,2104,85,resource_leak,0,28.23,0,4,0.891,0,unknown,timeout,train
system_a_task_0255,system_a,mod_0255,C,253,3,4,0,9,0,0,0.096,1129,151,assertion,0,8.25,0,8,0.712,0,verified,timeout,train
system_a_task_0256,system_a,mod_0256,C,287,4,1,1,35,17,0,0.366,196,16,resource_leak,0,3.55,0,5,0.389,0,verified,timeout,train
system_a_task_0257,system_a,mod_0257,C,241,2,2,0,4,9,0,0.189,1279,123,resource_leak,0,16.74,1,2,0.256,0,verified,timeout,train
system_a_task_0258,system_a,mod_0258,C,740,5,0,1,9,4,0,0.399,1339,75,resource_leak,0,4.16,0,1,0.013,0,verified,verified,train
system_a_task_0259,system_a,mod_0259,C,318,4,0,1,30,8,0,0.161,2848,101,range,0,1.12,0,0,0.53,0,unknown,timeout,train
system_a_task_0260,system_a,mod_0260,C,279,11,5,1,11,13,0,0.121,3289,43,memory_safety,0,2.72,0,3,0.824,0,verified,verified,train
system_a_task_0261,system_a,mod_0261,C,316,18,5,1,21,0,0,0.302,980,12,assertion,0,3.76,0,7,0.424,0,verified,verified,train
system_a_task_0262,system_a,mod_0262,C,259,8,0,1,0,15,0,0.021,711,147,memory_safety,0,9.07,0,6,0.094,0,verified,verified,test
system_a_task_0263,system_a,mod_0263,C,1112,8,6,1,4,11,0,0.348,5848,22,assertion,0,26.2,1,6,0.412,0,unknown,verified,train
system_a_task_0264,system_a,mod_0264,C,137,7,2,1,11,23,0,0.075,532,113,range,1,9.33,0,3,0.145,0,unknown,defect,train
system_a_task_0265,system_a,mod_0265,C,339,10,0,0,32,7,0,0.028,3072,162,assertion,0,7.12,0,6,0.045,0,verified,verified,train
system_a_task_0266,system_a,mod_0266,C,179,10,3,1,40,7,0,0.418,1222,64,range,1,8.38,0,7,0.026,0,unknown,verified,train
system_a_task_0267,system_a,mod_0267,C,112,9,1,1,34,14,0,0.291,415,59,memory_safety,1,5.09,0,2,0.297,0,verified,verified,train
system_a_task_0268,system_a,mod_0268,C,836,11,5,1,24,6,0,0.164,2876,123,memory_safety,1,6.4,0,7,0.508,0,verified,verified,train
system_a_task_0269,system_a,mod_0269,C,322,6,3,0,36,21,0,0.046,5012,63,assertion,0,8.99,0,4,0.28,0,unknown,verified,train
system_a_task_0270,system_a,mod_0270,C,304,6,2,1,23,22,0,0.066,1936,61,range,0,5.58,0,7,0.215,0,unknown,verified,train
system_a_task_0271,system_a,mod_0271,C,810,5,1,1,28,4,0,0.013,2064,55,concurrency,0,2.9,0,7,0.483,0,unknown,verified,test
system_a_task_0272,system_a,mod_0272,C,431,2,1,1,3,7,0,0.293,1341,7,range,1,6.87,0,2,0.184,0,unknown,verified,train
system_a_task_0273,system_a,mod_0273,C,343,5,6,1,26,13,0,0.014,2649,63,memory_safety,1,7.92,1,8,0.831,0,verified,verified,train
system_a_task_0274,system_a,mod_0274,C,158,5,0,0,35,3,0,0.117,1537,121,assertion,0,15.04,0,9,0.703,0,verified,verified,test
system_a_task_0275,system_a,mod_0275,C,464,13,6,1,9,22,0,0.267,6472,156,range,0,4.2,0,9,0.591,0,verified,verified,train
system_a_task_0276,system_a,mod_0276,C,471,6,3,0,26,24,0,0.227,913,175,resource_leak,0,20.09,0,8,0.54,0,verified,verified,train
system_a_task_0277,system_a,mod_0277,C,1212,3,5,1,25,18,0,0.397,408,146,range,0,20.23,0,0,0.193,0,unknown,verified,train
system_a_task_0278,system_a,mod_0278,C,144,4,2,1,29,2,0,0.003,1012,96,nullness,0,12.98,0,3,0.99,0,verified,verified,train
system_a_task_0279,system_a,mod_0279,C,206,6,4,1,7,19,0,0.431,3235,113,nullness,0,5.59,0,4,0.286,0,verified,verified,test
system_a_task_0280,system_a,mod_0280,C,87,8,1,0,29,5,0,0.419,3796,140,resource_leak,0,0.7,0,3,0.318,0,verified,timeout,test
system_a_task_0281,system_a,mod_0281,C,151,6,4,1,20,23,0,0.192,991,133,assertion,0,1.08,0,4,0.278,1,verified,timeout,train
system_a_task_0282,system_a,mod_0282,C,563,7,5,1,13,4,0,0.128,356,147,memory_safety,0,2.05,0,0,0.43,0,verified,timeout,train
system_a_task_0283,system_a,mod_0283,C,149,6,5,1,15,15,0,0.038,469,41,range,1,6.41,1,0,0.723,0,unknown,verified,train
system_a_task_0284,system_a,mod_0284,C,118,6,0,1,40,8,0,0.418,1337,171,nullness,0,2.5,0,3,0.554,0,verified,timeout,test
system_a_task_0285,system_a,mod_0285,C,60,8,1,1,3,1,0,0.017,1204,19,nullness,0,6.04,1,8,0.565,0,verified,verified,train
system_a_task_0286,system_a,mod_0286,C,222,6,1,1,16,12,0,0.035,832,59,memory_safety,1,2.73,0,0,0.043,0,verified,verified,train
system_a_task_0287,system_a,mod_0287,C,313,4,5,1,26,19,0,0.03,6537,77,nullness,0,1.27,0,0,0.629,0,verified,verified,train
system_a_task_0288,system_a,mod_0288,C,287,12,2,1,18,16,0,0.311,597,50,memory_safety,1,7.19,0,5,0.504,0,verified,timeout,train
system_a_task_0289,system_a,mod_0289,C,400,9,3,1,7,25,0,0.438,1227,162,memory_safety,0,4.05,0,5,0.221,1,verified,verified,train
system_a_task_0290,system_a,mod_0290,C,580,8,6,1,37,2,0,0.148,593,175,range,0,1.32,0,8,0.604,0,verified,timeout,train
system_a_task_0291,system_a,mod_0291,C,79,9,3,1,14,0,0,0.173,838,85,memory_safety,0,4.13,0,0,0.277,0,verified,verified,train
system_a_task_0292,system_a,mod_0292,C,309,17,2,1,26,4,0,0.377,7624,55,concurrency,0,30.98,0,6,0.597,0,verified,verified,train
system_a_task_0293,system_a,mod_0293,C,230,6,1,1,9,14,0,0.288,375,45,memory_safety,0,5.04,0,9,0.405,0,verified,verified,test
system_a_task_0294,system_a,mod_0294,C,201,8,2,0,29,15,0,0.182,1103,102,resource_leak,0,3.27,0,8,0.526,0,verified,timeout,train
system_a_task_0295,system_a,mod_0295,C,229,5,6,1,2,8,0,0.196,1573,83,assertion,0,3.16,0,1,0.804,0,verified,verified,train
system_a_task_0296,system_a,mod_0296,C,807,4,0,0,20,24,0,0.136,778,76,assertion,0,3.12,0,9,0.157,0,unknown,timeout,train
system_a_task_0297,system_a,mod_0297,C,544,1,0,1,9,2,0,0.445,1012,13,memory_safety,1,13.39,1,4,0.234,0,unknown,verified,test
system_a_task_0298,system_a,mod_0298,C,1446,9,0,1,32,21,0,0.025,547,169,nullness,0,0.7,0,3,0.58,0,verified,verified,train
system_a_task_0299,system_a,mod_0299,C,121,14,4,1,27,11,0,0.398,132,133,memory_safety,0,2.35,0,1,0.496,0,verified,timeout,train
system_a_task_0300,system_a,mod_0300,C,240,7,4,1,20,25,0,0.265,1789,60,nullness,0,5.08,0,1,0.912,0,verified,verified,train
system_a_task_0301,system_a,mod_0301,C,129,3,4,1,25,21,0,0.105,2181,96,memory_safety,1,10.17,0,4,0.806,1,verified,timeout,train
system_a_task_0302,system_a,mod_0302,C,802,3,3,1,15,4,0,0.28,1518,45,memory_safety,0,3.71,0,3,0.095,0,verified,verified,train
system_a_task_0303,system_a,mod_0303,C,110,2,5,1,4,2,0,0.44,1249,47,range,1,46.96,0,7,0.534,0,verified,verified,test
system_a_task_0304,system_a,mod_0304,C,175,16,3,0,4,24,0,0.22,974,5,assertion,0,1.83,0,0,0.998,0,verified,verified,train
system_a_task_0305,system_a,mod_0305,C,305,4,2,1,6,10,0,0.227,331,97,memory_safety,0,0.89,0,2,0.92,0,verified,timeout,train
system_a_task_0306,system_a,mod_0306,C,635,4,0,1,9,15,0,0.337,1320,84,range,1,4.01,0,3,0.955,0,verified,timeout,train
system_a_task_0307,system_a,mod_0307,C,226,8,3,0,25,24,0,0.285,1455,8,assertion,0,8.63,0,1,0.04,1,verified,verified,train
system_a_task_0308,system_a,mod_0308,C,158,2,2,0,7,13,0,0.264,1000,152,assertion,0,1.23,0,0,0.892,0,verified,verified,train
system_a_task_0309,system_a,mod_0309,C,497,2,3,1,25,16,0,0.436,479,84,range,0,41.75,0,8,0.79,0,unknown,verified,train
system_a_task_0310,system_a,mod_0310,C,286,14,2,1,37,8,0,0.193,1707,61,resource_leak,0,3.87,0,0,0.349,1,unknown,defect,train
system_a_task_0311,system_a,mod_0311,C,1421,9,1,1,34,18,0,0.084,508,11,memory_safety,1,2.26,1,5,0.308,1,verified,verified,train
system_a_task_0312,system_a,mod_0312,C,432,7,6,1,28,1,0,0.411,434,86,range,0,6.11,0,2,0.909,0,unknown,verified,train
system_a_task_0313,system_a,mod_0313,C,846,8,3,1,0,7,0,0.261,10315,37,assertion,0,21.78,0,1,0.666,0,verified,defect,train
system_a_task_0314,system_a,mod_0314,C,243,9,2,1,40,8,0,0.265,697,2,range,0,6.21,0,1,0.061,1,unknown,timeout,test
system_a_task_0315,system_a,mod_0315,C,381,3,3,1,16,21,0,0.189,2095,138,memory_safety,0,1.68,0,4,0.3,0,verified,verified,train
system_a_task_0316,system_a,mod_0316,C,162,5,3,1,35,9,0,0.204,1252,32,memory_safety,0,2.67,0,0,0.481,0,verified,defect,train
system_a_task_0317,system_a,mod_0317,C,172,5,6,1,5,22,1,0.373,88,162,assertion,0,22.54,0,0,0.264,0,unknown,timeout,train
system_a_task_0318,system_a,mod_0318,C,259,4,2,1,18,7,0,0.42,1900,84,nullness,0,5.44,0,3,0.469,0,unknown,verified,train
system_a_task_0319,system_a,mod_0319,C,1167,7,0,1,34,14,0,0.075,4791,114,range,0,1.0,0,3,0.465,1,verified,verified,train
system_a_task_0320,system_a,mod_0320,C,347,19,0,0,15,23,0,0.016,3468,83,resource_leak,0,4.14,0,3,0.143,0,verified,verified,train
system_a_task_0321,system_a,mod_0321,C,117,9,6,1,30,15,0,0.446,1864,85,memory_safety,1,3.87,0,2,0.607,0,verified,verified,train
system_a_task_0322,system_a,mod_0322,C,622,5,0,1,1,16,0,0.171,35963,139,assertion,0,1.46,0,0,0.117,0,verified,verified,train
system_a_task_0323,system_a,mod_0323,C,589,16,5,1,13,7,0,0.188,361,62,range,0,4.3,0,5,0.09,1,unknown,verified,train
system_a_task_0324,system_a,mod_0324,C,259,4,2,1,24,3,0,0.075,356,128,memory_safety,0,6.1,0,4,0.043,0,unknown,timeout,train
system_a_task_0325,system_a,mod_0325,C,562,3,3,1,5,13,0,0.417,1811,13,resource_leak,0,3.91,0,9,0.883,0,verified,verified,test
system_a_task_0326,system_a,mod_0326,C,202,11,1,0,34,5,0,0.392,463,58,concurrency,0,9.01,0,7,0.719,0,verified,verified,train
system_a_task_0327,system_a,mod_0327,C,460,6,2,0,0,8,0,0.064,2245,89,assertion,0,2.3,0,1,0.43,0,verified,verified,train
system_a_task_0328,system_a,mod_0328,C,119,4,0,1,9,6,1,0.427,4396,146,range,1,3.9,0,9,0.787,0,verified,verified,train
system_a_task_0329,system_a,mod_0329,C,221,1,1,1,3,22,0,0.353,517,167,range,0,3.0,0,9,0.686,0,verified,verified,train
system_a_task_0330,system_a,mod_0330,C,135,12,2,1,11,3,0,0.159,857,115,range,0,7.1,0,4,0.047,0,verified,verified,train
system_a_task_0331,system_a,mod_0331,C,141,9,0,1,9,25,0,0.248,1630,112,range,0,3.58,0,4,0.847,1,verified,timeout,train
system_a_task_0332,system_a,mod_0332,C,539,3,0,1,6,11,0,0.016,680,134,nullness,0,1.77,0,8,0.014,0,verified,verified,train
system_a_task_0333,system_a,mod_0333,C,128,21,6,1,9,16,0,0.053,628,93,memory_safety,1,4.77,0,2,0.579,0,verified,verified,train
system_a_task_0334,system_a,mod_0334,C,261,4,4,0,24,17,0,0.183,461,96,assertion,0,1.5,1,7,0.634,0,verified,timeout,test
system_a_task_0335,system_a,mod_0335,C,158,5,6,1,31,11,0,0.402,7336,170,range,0,7.33,0,0,0.808,0,verified,verified,train
system_a_task_0336,system_a,mod_0336,C,371,15,4,1,18,8,0,0.055,7456,100,range,0,6.17,0,0,0.614,0,unknown,timeout,train
system_a_task_0337,system_a,mod_0337,C,191,6,6,1,26,10,0,0.22,4229,171,range,0,5.18,0,0,0.364,0,unknown,verified,test
system_a_task_0338,system_a,mod_0338,C,300,5,1,1,31,22,0,0.342,597,134,range,0,10.05,0,5,0.364,0,verified,verified,train
system_a_task_0339,system_a,mod_0339,C,689,4,1,0,29,24,0,0.18,275,45,concurrency,0,2.61,0,4,0.773,0,unknown,verified,train
system_a_task_0340,system_a,mod_0340,C,257,9,0,1,28,23,0,0.084,809,50,nullness,0,2.65,0,0,0.994,0,verified,timeout,test
system_a_task_0341,system_a,mod_0341,C,2718,6,3,1,22,5,0,0.179,1271,162,assertion,0,4.94,0,0,0.803,0,verified,verified,train
system_a_task_0342,system_a,mod_0342,C,79,15,1,1,7,6,0,0.142,3381,14,memory_safety,0,1.96,0,5,0.45,0,verified,timeout,test
system_a_task_0343,system_a,mod_0343,C,971,8,3,1,21,9,0,0.26,1468,80,nullness,0,1.2,0,4,0.316,0,unknown,defect,train
system_a_task_0344,system_a,mod_0344,C,407,16,3,1,23,15,0,0.208,1573,135,range,1,4.46,0,5,0.669,0,unknown,defect,train
system_a_task_0345,system_a,mod_0345,C,117,8,1,1,40,11,0,0.212,1108,42,concurrency,0,4.07,0,9,0.418,0,verified,verified,train
system_a_task_0346,system_a,mod_0346,C,152,3,1,0,24,17,0,0.107,622,58,assertion,0,5.21,0,6,0.655,0,defect,timeout,train
system_a_task_0347,system_a,mod_0347,C,278,5,0,1,28,8,0,0.12,283,125,memory_safety,0,1.52,0,9,0.29,0,verified,verified,train
system_a_task_0348,system_a,mod_0348,C,180,2,1,0,37,19,0,0.394,5743,72,resource_leak,0,1.91,0,3,0.122,0,unknown,verified,train
system_a_task_0349,system_a,mod_0349,C,39,3,4,1,16,15,1,0.222,563,31,range,0,3.99,0,7,0.529,0,verified,verified,train
system_a_task_0350,system_a,mod_0350,C,928,14,3,1,29,0,0,0.329,1931,61,memory_safety,0,1.14,0,9,0.156,0,verified,verified,train
system_a_task_0351,system_a,mod_0351,C,2008,4,3,1,3,5,0,0.09,1534,53,range,0,11.14,0,6,0.528,0,verified,verified,train
system_a_task_0352,system_a,mod_0352,C,426,5,4,1,20,9,0,0.113,1975,99,memory_safety,1,49.12,0,3,0.32,0,verified,timeout,test
system_a_task_0353,system_a,mod_0353,C,1115,8,6,1,2,17,0,0.056,957,21,range,1,2.74,0,8,0.469,0,verified,verified,train
system_a_task_0354,system_a,mod_0354,C,141,6,5,1,35,25,0,0.134,318,85,memory_safety,0,2.18,0,9,0.52,0,verified,verified,train
system_a_task_0355,system_a,mod_0355,C,226,11,1,1,0,4,0,0.087,1404,86,nullness,0,12.37,0,0,0.764,0,unknown,verified,train
system_a_task_0356,system_a,mod_0356,C,432,5,5,1,25,11,0,0.318,5871,103,concurrency,0,76.45,0,5,0.015,0,unknown,timeout,test
system_a_task_0357,system_a,mod_0357,C,56,6,3,0,1,5,0,0.244,3696,64,resource_leak,0,9.81,0,8,0.294,1,verified,verified,test
system_a_task_0358,system_a,mod_0358,C,479,21,1,1,31,18,0,0.208,379,121,range,0,2.94,0,5,0.884,0,unknown,timeout,train
system_a_task_0359,system_a,mod_0359,C,58,14,2,1,15,4,0,0.08,3568,38,range,0,9.27,0,5,0.414,0,unknown,verified,test
system_a_task_0360,system_a,mod_0360,C,306,9,1,1,24,25,0,0.066,881,131,resource_leak,0,2.72,0,7,0.639,0,verified,timeout,test
system_a_task_0361,system_a,mod_0361,C,219,9,1,1,7,2,0,0.094,1691,166,nullness,0,6.43,0,7,0.967,0,verified,verified,test
